,class,bruises,odor,ring-number,ring-type,spore-print-color,population,habitat,cap,gill,stalk
105,0,1,0,1,4,2,2,3,0.46849960362448534,0.35288395537379746,-1.020547991730168
106,0,1,0,1,4,3,5,1,0.46849960362448534,1.301175835282454,-1.9066733720440707
107,0,1,3,1,4,2,3,3,2.6445077867384463,0.35288395537379746,-1.020547991730168
108,0,1,0,1,4,3,3,3,2.6445077867384463,-0.21609117257139643,-1.020547991730168
109,0,1,0,1,4,2,2,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
110,0,1,3,1,4,2,2,1,0.07453446434296443,1.301175835282454,-1.020547991730168
111,0,0,5,1,4,2,5,5,-1.2885784425658018,-1.662810011513544,-1.198062696213186
112,0,1,0,1,4,6,4,0,-0.8875999978353397,0.4156018145195639,-1.3820642626977904
113,0,1,0,1,4,2,2,3,0.07453446434296443,0.35288395537379746,-1.020547991730168
114,1,1,6,1,4,3,4,5,0.2942954200092241,-1.09383488356835,-1.198062696213186
115,0,1,3,1,4,3,3,1,0.46849960362448534,0.7322007073372602,-1.9066733720440707
116,0,0,5,1,4,3,5,5,-1.2885784425658018,-0.7145181316048876,-1.198062696213186
117,0,1,3,1,4,2,5,1,0.46849960362448534,1.301175835282454,-1.9066733720440707
118,0,1,3,1,4,6,4,0,0.07453446434296443,-0.1533733134256301,-1.3820642626977904
119,0,0,5,1,4,3,5,5,-1.1143742589505403,-1.2834932595500816,-1.198062696213186
120,1,1,6,1,4,2,4,1,-0.09966971927229715,-1.2834932595500816,-1.198062696213186
121,0,1,0,1,4,3,2,3,0.2942954200092241,-0.21609117257139643,-1.020547991730168
122,1,1,6,1,4,2,4,1,1.0076061055857122,-0.7145181316048876,-1.198062696213186
123,0,0,5,1,0,3,0,1,0.4394367826889296,0.7243703975713236,-1.7370936716638257
124,0,1,3,1,4,3,3,3,0.07453446434296443,-0.21609117257139643,-1.020547991730168
125,0,0,5,1,0,2,3,1,-0.09966971927229715,0.9140287735530548,-0.674901728968094
126,0,1,0,1,4,3,2,1,2.4247468310721865,1.301175835282454,-1.020547991730168
127,0,0,5,1,0,3,0,1,-0.34849349587411305,0.5347120215895923,-1.7370936716638257
128,0,1,3,1,4,2,2,1,-0.09966971927229715,0.35288395537379746,-1.020547991730168
129,0,1,3,1,4,3,3,3,2.2505426474569252,0.35288395537379746,-1.020547991730168
130,0,1,3,1,4,3,3,1,2.2505426474569252,1.301175835282454,-1.020547991730168
131,0,1,3,1,4,3,3,3,2.6445077867384463,1.301175835282454,-1.020547991730168
132,0,1,3,1,4,6,4,0,1.3104577007652365,0.4156018145195639,-1.3820642626977904
133,0,1,3,1,4,2,3,3,0.46849960362448534,-0.21609117257139643,-1.020547991730168
134,0,1,0,1,4,3,4,0,1.3104577007652365,-0.1533733134256301,-1.3820642626977904
135,1,1,6,1,4,3,4,5,0.2942954200092241,-0.14554300365969353,-1.198062696213186
136,0,1,3,1,4,3,4,0,0.5225274222021941,0.4156018145195639,-1.3820642626977904
137,0,1,0,1,4,3,3,1,0.46849960362448534,0.35288395537379746,-1.020547991730168
138,1,1,6,1,4,3,4,1,-0.7964864537333425,-0.7145181316048876,-1.198062696213186
139,0,1,3,1,4,3,2,1,2.4247468310721865,1.301175835282454,-1.020547991730168
140,0,1,0,1,4,2,5,4,-0.4025213144518212,1.301175835282454,-1.9066733720440707
141,0,1,3,1,4,2,2,3,2.8187119703537076,-0.21609117257139643,-1.020547991730168
142,0,0,5,1,4,3,4,5,-1.1143742589505403,-1.2834932595500816,-1.198062696213186
143,0,1,0,1,4,2,5,4,1.0076061055857122,1.301175835282454,-1.9066733720440707
144,0,1,0,1,4,2,2,1,0.46849960362448534,0.16322557939206617,-1.020547991730168
145,0,0,5,1,0,2,3,1,-1.7586209159116462,0.7243703975713236,0.5419736211188371
146,0,0,5,1,0,3,0,1,0.5225274222021941,0.7243703975713236,-0.674901728968094
147,0,1,3,1,4,3,2,3,0.46849960362448534,1.301175835282454,-1.020547991730168
148,0,1,3,1,4,2,2,1,2.4247468310721865,0.16322557939206617,-1.020547991730168
149,0,1,0,1,4,2,2,3,2.6445077867384463,-0.21609117257139643,-1.020547991730168
150,0,1,0,1,4,3,3,1,0.2942954200092241,1.301175835282454,-1.020547991730168
151,0,0,5,1,0,3,0,1,-0.7964864537333425,1.2933455255165174,-0.5202183215768948
152,0,1,3,1,4,3,3,1,0.2942954200092241,-0.21609117257139643,-1.020547991730168
153,0,0,5,1,4,2,4,5,-1.1143742589505403,-1.2834932595500816,-1.198062696213186
154,0,1,0,1,4,6,4,0,-0.09966971927229715,0.4156018145195639,-1.3820642626977904
155,0,1,3,1,4,2,3,1,-0.4025213144518212,1.301175835282454,-1.9066733720440707
156,0,1,0,1,4,3,2,1,2.8187119703537076,0.16322557939206617,-1.020547991730168
157,0,1,0,1,4,3,2,1,0.2942954200092241,0.16322557939206617,-1.020547991730168
158,0,1,0,1,4,2,3,3,2.6445077867384463,0.35288395537379746,-1.020547991730168
159,0,1,0,1,4,2,3,1,2.4247468310721865,-0.21609117257139643,-1.020547991730168
160,0,1,3,1,4,2,3,3,2.4247468310721865,-0.21609117257139643,-1.020547991730168
161,0,1,0,1,4,2,2,1,2.8187119703537076,0.35288395537379746,-1.020547991730168
162,0,0,5,1,4,3,5,5,-1.584416732296385,-1.2834932595500816,-1.198062696213186
163,0,1,3,1,4,3,5,1,1.0076061055857122,0.35288395537379746,-1.9066733720440707
164,0,1,0,1,4,3,3,1,0.2942954200092241,0.16322557939206617,-1.020547991730168
165,0,1,3,1,4,3,5,4,1.8786270236620188,1.301175835282454,-1.9066733720440707
166,0,1,0,1,4,3,3,1,2.2505426474569252,1.301175835282454,-1.020547991730168
167,0,1,0,1,4,2,3,3,2.2505426474569252,1.301175835282454,-1.020547991730168
168,0,1,3,1,4,2,5,1,-0.4025213144518212,1.301175835282454,-1.9066733720440707
169,0,1,0,1,4,2,3,1,2.2505426474569252,0.16322557939206617,-1.020547991730168
170,0,0,5,1,4,3,5,5,-1.7586209159116462,-1.662810011513544,-1.198062696213186
171,0,1,3,1,4,3,3,1,2.4247468310721865,0.16322557939206617,-1.020547991730168
172,0,1,3,1,4,6,4,0,-0.7133958142200783,-0.5326900653890926,-1.3820642626977904
173,0,1,0,1,4,2,3,1,2.8187119703537076,1.301175835282454,-1.020547991730168
174,0,1,3,1,4,3,3,1,1.8786270236620188,0.7322007073372602,-1.9066733720440707
175,0,1,3,1,4,2,2,3,2.6445077867384463,1.301175835282454,-1.020547991730168
176,0,1,0,1,4,2,2,3,2.6445077867384463,0.16322557939206617,-1.020547991730168
177,0,1,0,1,4,3,3,1,2.8187119703537076,-0.21609117257139643,-1.020547991730168
178,0,1,3,1,4,3,2,3,0.46849960362448534,-0.21609117257139643,-1.020547991730168
179,0,1,3,1,4,3,2,1,2.4247468310721865,-0.21609117257139643,-1.020547991730168
180,1,1,6,1,4,3,4,5,0.2942954200092241,-0.7145181316048876,-1.198062696213186
181,0,0,5,1,4,3,5,5,-1.1143742589505403,-1.662810011513544,-1.198062696213186
182,0,0,5,1,4,2,4,5,-0.17428931225885164,-1.662810011513544,-1.198062696213186
183,0,1,0,1,4,3,3,3,0.07453446434296443,-0.21609117257139643,-1.020547991730168
184,0,1,0,1,4,2,3,4,1.0076061055857122,0.7322007073372602,-1.9066733720440707
185,1,1,6,1,4,2,3,1,0.2942954200092241,-1.2834932595500816,-1.198062696213186
186,0,1,3,1,4,3,3,3,2.2505426474569252,-0.21609117257139643,-1.020547991730168
187,0,0,5,1,4,2,4,5,-0.34849349587411305,-0.7145181316048876,-1.198062696213186
188,0,1,3,1,4,3,2,1,2.8187119703537076,-0.21609117257139643,-1.020547991730168
189,0,1,0,1,4,3,5,4,-0.4025213144518212,1.301175835282454,-1.9066733720440707
190,0,0,5,1,0,2,3,1,-0.8875999978353397,1.2933455255165174,-0.674901728968094
191,0,1,3,1,4,3,4,0,-0.09966971927229715,0.4156018145195639,-1.3820642626977904
192,0,1,3,1,4,3,3,3,2.2505426474569252,1.301175835282454,-1.020547991730168
193,0,1,0,1,4,3,4,0,1.4846618843804975,0.4156018145195639,-1.3820642626977904
194,0,1,0,1,4,3,2,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
195,0,0,5,1,4,3,5,5,-0.34849349587411305,-1.662810011513544,-1.198062696213186
196,0,1,0,1,4,2,3,1,2.4247468310721865,0.35288395537379746,-1.020547991730168
197,0,1,3,1,4,3,2,3,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
198,0,1,3,1,4,3,3,3,0.2942954200092241,0.35288395537379746,-1.020547991730168
199,0,1,0,1,4,3,4,0,1.3104577007652365,-0.5326900653890926,-1.3820642626977904
200,0,1,3,1,4,3,3,1,0.46849960362448534,1.301175835282454,-1.020547991730168
201,0,1,3,1,4,2,3,1,2.2505426474569252,1.301175835282454,-1.020547991730168
202,0,1,0,1,4,2,2,1,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
203,0,0,5,1,0,2,3,1,-0.8875999978353397,0.5347120215895923,-0.5202183215768948
204,0,1,3,1,4,2,5,4,1.0076061055857122,0.35288395537379746,-1.9066733720440707
205,1,1,6,1,4,3,4,5,-0.09966971927229715,-1.2834932595500816,-1.198062696213186
206,0,1,0,1,4,3,2,1,2.2505426474569252,0.35288395537379746,-1.020547991730168
207,0,1,0,1,4,2,3,3,2.2505426474569252,0.16322557939206617,-1.020547991730168
208,0,1,3,1,4,3,2,1,2.6445077867384463,0.35288395537379746,-1.020547991730168
209,0,1,0,1,4,2,2,1,2.6445077867384463,1.301175835282454,-1.020547991730168
210,0,1,0,1,4,2,3,1,0.07453446434296443,1.301175835282454,-1.020547991730168
211,0,1,3,1,4,2,2,3,2.2505426474569252,1.301175835282454,-1.020547991730168
212,0,1,0,1,4,3,4,0,-0.7133958142200783,-0.5326900653890926,-1.3820642626977904
213,0,0,5,1,4,3,5,5,-1.7586209159116462,-1.09383488356835,-1.198062696213186
214,0,1,0,1,4,3,3,1,1.8786270236620188,0.35288395537379746,-1.9066733720440707
215,0,1,3,1,4,2,2,3,2.2505426474569252,0.35288395537379746,-1.020547991730168
216,0,1,0,1,4,2,3,1,0.07453446434296443,-0.21609117257139643,-1.020547991730168
217,0,1,0,1,4,2,3,1,0.46849960362448534,0.16322557939206617,-1.020547991730168
218,0,1,3,1,4,3,3,1,0.2942954200092241,1.301175835282454,-1.020547991730168
219,0,0,5,1,4,3,4,5,-1.2885784425658018,-0.7145181316048876,-1.198062696213186
220,0,1,0,1,4,3,2,3,-0.09966971927229715,0.35288395537379746,-1.020547991730168
221,1,1,6,1,4,2,3,1,-0.09966971927229715,-1.2834932595500816,-1.198062696213186
222,0,1,0,1,4,3,3,1,0.46849960362448534,0.35288395537379746,-1.9066733720440707
223,0,1,0,1,4,3,4,0,0.5225274222021941,-0.1533733134256301,-1.3820642626977904
224,0,1,3,1,4,2,2,3,0.2942954200092241,-0.21609117257139643,-1.020547991730168
225,0,1,3,1,4,2,3,1,2.6445077867384463,0.35288395537379746,-1.020547991730168
226,0,1,0,1,4,3,2,1,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
227,0,1,0,1,4,3,3,1,0.07453446434296443,-0.21609117257139643,-1.020547991730168
228,1,1,6,1,4,2,4,5,-0.4025213144518212,-0.7145181316048876,-1.198062696213186
229,0,1,0,1,4,3,2,1,2.4247468310721865,0.35288395537379746,-1.020547991730168
230,0,0,5,1,4,2,5,5,-1.7586209159116462,-1.09383488356835,-1.198062696213186
231,1,1,6,1,4,2,3,5,0.2942954200092241,-1.2834932595500816,-1.198062696213186
232,0,1,3,1,4,3,5,4,0.46849960362448534,0.35288395537379746,-1.9066733720440707
233,0,0,5,1,4,2,4,5,-0.17428931225885164,-1.2834932595500816,-1.198062696213186
234,0,1,3,1,4,3,2,1,2.2505426474569252,0.16322557939206617,-1.020547991730168
235,0,1,3,1,4,3,4,0,-0.8875999978353397,0.4156018145195639,-1.3820642626977904
236,0,1,3,1,4,2,3,1,0.2942954200092241,1.301175835282454,-1.020547991730168
237,0,1,3,1,4,3,3,1,2.8187119703537076,0.35288395537379746,-1.020547991730168
238,0,1,3,1,4,2,3,1,0.46849960362448534,0.35288395537379746,-1.9066733720440707
239,0,1,0,1,4,2,3,4,1.8786270236620188,0.7322007073372602,-1.9066733720440707
240,0,1,0,1,4,2,5,4,1.8786270236620188,1.301175835282454,-1.9066733720440707
241,0,1,3,1,4,2,3,1,-0.09966971927229715,1.301175835282454,-1.020547991730168
242,0,1,0,1,4,3,2,3,-0.09966971927229715,1.301175835282454,-1.020547991730168
243,1,1,6,1,4,2,4,5,-0.09966971927229715,-1.09383488356835,-1.198062696213186
244,0,1,0,1,4,6,4,0,0.5225274222021941,-0.1533733134256301,-1.3820642626977904
245,0,1,3,1,4,3,3,1,-0.09966971927229715,1.301175835282454,-1.020547991730168
246,0,1,3,1,4,6,4,0,-0.09966971927229715,-0.1533733134256301,-1.3820642626977904
247,0,1,0,1,4,2,3,3,0.2942954200092241,0.35288395537379746,-1.020547991730168
248,0,1,3,1,4,2,5,4,1.8786270236620188,1.301175835282454,-1.9066733720440707
249,0,0,5,1,0,2,3,1,-0.7964864537333425,1.2933455255165174,-0.5202183215768948
250,0,1,0,1,4,3,5,1,1.8786270236620188,1.301175835282454,-1.9066733720440707
251,1,1,6,1,4,3,3,1,-0.7964864537333425,-0.7145181316048876,-1.198062696213186
252,0,0,5,1,4,3,4,5,-1.1143742589505403,-1.662810011513544,-1.198062696213186
253,0,1,3,1,4,3,3,3,2.8187119703537076,1.301175835282454,-1.020547991730168
254,0,1,3,1,4,3,3,1,2.2505426474569252,0.35288395537379746,-1.020547991730168
255,0,1,3,1,4,3,2,3,2.6445077867384463,0.16322557939206617,-1.020547991730168
256,0,0,5,1,4,3,4,5,-0.17428931225885164,-1.2834932595500816,-1.198062696213186
257,0,1,0,1,4,2,2,3,-0.09966971927229715,1.301175835282454,-1.020547991730168
258,0,1,3,1,4,2,2,1,2.6445077867384463,-0.21609117257139643,-1.020547991730168
259,0,1,0,1,4,3,2,3,2.6445077867384463,-0.21609117257139643,-1.020547991730168
260,0,1,3,1,4,3,3,1,1.0076061055857122,1.301175835282454,-1.9066733720440707
261,1,1,6,1,4,2,4,1,0.2942954200092241,-1.2834932595500816,-1.198062696213186
262,0,1,0,1,4,3,2,1,-0.09966971927229715,0.35288395537379746,-1.020547991730168
263,0,1,0,1,4,3,3,3,0.2942954200092241,0.35288395537379746,-1.020547991730168
264,0,1,3,1,4,6,4,0,0.5225274222021941,0.4156018145195639,-1.3820642626977904
265,0,0,5,1,4,2,4,5,-0.34849349587411305,-1.662810011513544,-1.198062696213186
266,0,0,5,1,0,2,0,1,0.4394367826889296,1.2933455255165174,-1.7370936716638257
267,0,1,0,1,4,3,3,3,0.46849960362448534,-0.21609117257139643,-1.020547991730168
268,0,1,0,1,4,3,3,3,2.2505426474569252,0.16322557939206617,-1.020547991730168
269,1,1,6,1,4,2,3,5,1.0076061055857122,-0.14554300365969353,-1.198062696213186
270,0,1,3,1,4,2,2,3,-0.09966971927229715,0.35288395537379746,-1.020547991730168
271,1,1,6,1,4,2,4,5,0.6136409663041908,-0.14554300365969353,-1.198062696213186
272,0,1,3,1,4,3,3,1,0.2942954200092241,0.16322557939206617,-1.020547991730168
273,0,1,0,1,4,3,2,3,0.46849960362448534,0.16322557939206617,-1.020547991730168
274,0,1,0,1,4,3,3,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
275,0,1,0,1,4,3,3,4,-0.4025213144518212,1.301175835282454,-1.9066733720440707
276,0,1,0,1,4,3,5,1,1.0076061055857122,1.301175835282454,-1.9066733720440707
277,0,1,0,1,4,3,2,3,0.2942954200092241,1.301175835282454,-1.020547991730168
278,0,0,5,1,0,2,3,1,-0.17428931225885164,0.5347120215895923,-1.7370936716638257
279,0,1,3,1,4,3,2,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
280,1,1,6,1,4,3,3,1,0.2942954200092241,-0.14554300365969353,-1.198062696213186
281,0,1,0,1,4,3,2,3,2.8187119703537076,0.35288395537379746,-1.020547991730168
282,0,0,5,1,4,3,4,5,-1.1143742589505403,-0.7145181316048876,-1.198062696213186
283,0,1,3,1,4,2,3,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
284,0,1,3,1,4,2,2,3,2.6445077867384463,0.35288395537379746,-1.020547991730168
285,0,1,0,1,4,2,3,1,1.0076061055857122,0.35288395537379746,-1.9066733720440707
286,0,1,0,1,4,2,3,3,2.8187119703537076,-0.21609117257139643,-1.020547991730168
287,0,1,0,1,4,2,3,1,2.6445077867384463,-0.21609117257139643,-1.020547991730168
288,0,1,3,1,4,3,5,4,-0.4025213144518212,0.35288395537379746,-1.9066733720440707
289,0,0,5,1,4,3,5,5,-0.34849349587411305,-0.7145181316048876,-1.198062696213186
290,0,0,5,1,4,2,5,5,-1.7586209159116462,-1.662810011513544,-1.198062696213186
291,0,1,3,1,4,2,3,1,2.8187119703537076,0.35288395537379746,-1.020547991730168
292,0,1,3,1,4,2,3,3,0.07453446434296443,0.35288395537379746,-1.020547991730168
293,0,1,3,1,4,3,3,1,2.6445077867384463,0.16322557939206617,-1.020547991730168
294,0,1,0,1,4,2,3,3,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
295,0,1,0,1,4,3,2,3,2.4247468310721865,-0.21609117257139643,-1.020547991730168
296,0,1,0,1,4,2,3,3,0.07453446434296443,0.16322557939206617,-1.020547991730168
297,0,0,5,1,0,2,3,1,-1.7586209159116462,1.2933455255165174,0.5419736211188371
298,0,1,0,1,4,3,4,0,1.4846618843804975,-0.1533733134256301,-1.3820642626977904
299,1,1,6,1,4,2,3,1,0.2942954200092241,-0.7145181316048876,-1.198062696213186
300,0,0,5,1,0,2,0,1,-0.8875999978353397,0.7243703975713236,-0.5202183215768948
301,0,1,0,1,4,2,3,1,2.6445077867384463,1.301175835282454,-1.020547991730168
302,0,1,3,1,4,3,4,0,0.07453446434296443,0.4156018145195639,-1.3820642626977904
303,0,1,0,1,4,2,3,1,2.6445077867384463,0.35288395537379746,-1.020547991730168
